1000
0	11.32773842	4.923485337e-13
1	11.24366841	4.888133438e-13
2	11.19371732	4.880901121e-13
3	11.13300473	4.820023269e-13
4	11.0232932	4.833013353e-13
5	10.86552757	4.918256389e-13
6	10.70235362	4.725160549e-13
7	10.58728738	4.803241485e-13
8	10.54242713	4.736535649e-13
9	10.53645827	4.809560985e-13
10	10.50142181	4.863768254e-13
11	10.37907747	4.808718385e-13
12	10.16518036	4.442468238e-13
13	9.919160873	4.487687773e-13
14	9.729247764	4.603966577e-13
15	9.654107295	4.613516044e-13
16	9.680038606	4.416628503e-13
17	9.724401959	4.469712306e-13
18	9.685865063	4.58936151e-13
19	9.510109209	4.538805508e-13
20	9.227712203	4.67643018e-13
21	8.937871072	4.3281555e-13
22	8.746855167	4.486002573e-13
23	8.700322205	4.248389364e-13
24	8.753491087	3.964152286e-13
25	8.798975203	3.832144948e-13
26	8.734587689	4.074813757e-13
27	8.527397645	4.144468693e-13
28	8.232965959	3.970893086e-13
29	7.958171172	4.105147358e-13
30	7.792709857	4.123684559e-13
31	7.754003324	3.602957739e-13
32	7.780254051	3.643964274e-13
33	7.774016365	3.428258665e-13
34	7.66580615	3.737773744e-13
35	7.455654419	3.81585468e-13
36	7.207055486	3.743391078e-13
37	7.000413178	3.620933206e-13
38	6.879419246	3.440055066e-13
39	6.826434918	3.782712412e-13
40	6.781167492	3.662501474e-13
41	6.686623749	3.246818792e-13
42	6.528589793	3.713057476e-13
43	6.34141266	3.362535863e-13
44	6.178119848	3.842256148e-13
45	6.068506179	3.145706788e-13
46	5.996635211	2.668233436e-13
47	5.914129133	4.197271628e-13
48	5.778900388	2.707554771e-13
49	5.590023098	2.32557609e-13
50	5.391965248	1.716657133e-13
51	5.243672294	2.160426483e-13
52	5.174061736	2.685085437e-13
53	5.15650478	1.939103541e-13
54	5.122500264	2.721036371e-13
55	5.007239792	1.988536077e-13
56	4.796358184	1.480729124e-13
57	4.540658691	3.406351065e-13
58	4.326468051	2.871580911e-13
59	4.219637095	2.43455236e-13
60	4.22020841	3.055829451e-13
61	4.258955707	2.203118218e-13
62	4.239711242	1.618915529e-13
63	4.100761449	9.538232367e-14
64	3.85529093	1.745867267e-13
