1000		
0	11.90000000	0
1	11.76079970	0
2	11.62170428	0
3	11.48272862	0
4	11.34388760	0
5	11.20519610	0
6	11.06666897	0
7	10.92832103	0
8	10.79016713	0
9	10.65222212	0
10	10.51450076	0
11	10.37701781	0
12	10.23978809	0
13	10.10282627	0
14	9.96614705	0
15	9.82976513	0
16	9.69369515	0
17	9.55795169	0
18	9.42254930	0
19	9.28750253	0
20	9.15282584	0
21	9.01853369	0
22	8.88464048	0
23	8.75116052	0
24	8.61810815	0
25	8.48549753	0
26	8.35334294	0
27	8.22165842	0
28	8.09045807	0
29	7.95975590	0
30	7.82956586	0
31	7.69990178	0
32	7.57077749	0
33	7.44220673	0
34	7.31420315	0
35	7.18678031	0
36	7.05995174	0
37	6.93373088	0
38	6.80813105	0
39	6.68316551	0
40	6.55884743	0
41	6.43518995	0
42	6.31220600	0
43	6.18990851	0
44	6.06831029	0
45	5.94742403	0
46	5.82726239	0
47	5.70783788	0
48	5.58916289	0
49	5.47124972	0
50	5.35411061	0
51	5.23775762	0
52	5.12220278	0
53	5.00745791	0
54	4.89353480	0
55	4.78044509	0
56	4.66820030	0
57	4.55681183	0
58	4.44629099	0
59	4.33664894	0
60	4.22789672	0
61	4.12004522	0
62	4.01310524	0
63	3.90708743	0
64	3.80200232	0
65	3.69786029	0
66	3.59467163	0
67	3.49244642	0
68	3.39119465	0
69	3.29092616	0
70	3.19165067	0
71	3.09337775	0
72	2.99611676	0
73	2.89987700	0
74	2.80466762	0
75	2.71049753	0
76	2.61737561	0
77	2.52531053	0
78	2.43431075	0
79	2.34438470	0
80	2.25554057	0
81	2.16778640	0
82	2.08113008	0
83	1.99557938	0
84	1.91114183	0
85	1.82782490	0
86	1.74563579	0
87	1.66458164	0
88	1.58466932	0
89	1.50590561	0
90	1.42829711	0
91	1.35185021	0
92	1.27657121	0
93	1.20246614	0
94	1.12954094	0
95	1.05780137	0
96	0.98725292	0
97	0.91790108	0
98	0.84975098	0
99	0.78280772	0
100	0.71707613	0
101	0.65256092	0
102	0.58926659	0
103	0.52719746	0
104	0.46635770	0
105	0.40675130	0
106	0.34838201	0
107	0.29125346	0
108	0.23536907	0
109	0.18073211	0
110	0.12734561	0
111	0.07521248	0
112	0.02433542	0
113	-0.02528308	0
114	-0.07364068	0
115	-0.12073525	0
116	-0.16656484	0
117	-0.21112762	0
118	-0.25442206	0
119	-0.29644675	0
120	-0.33720046	0
121	-0.37668217	0
122	-0.41489104	0
123	-0.45182641	0
124	-0.48748783	0
125	-0.52187500	0
126	-0.55498783	0
127	-0.58682641	0
128	-0.61739104	0
129	-0.64668217	0
130	-0.67470046	0
131	-0.70144675	0
132	-0.72692206	0
133	-0.75112762	0
134	-0.77406484	0
135	-0.79573525	0
136	-0.81614068	0
137	-0.83528308	0
138	-0.85316458	0
139	-0.86978752	0
140	-0.88515439	0
141	-0.89926789	0
142	-0.91213093	0
143	-0.92374654	0
144	-0.93411799	0
145	-0.94324870	0
146	-0.95114230	0
147	-0.95780254	0
148	-0.96323341	0
149	-0.96743908	0
150	-0.97042387	0
151	-0.97219228	0
152	-0.97274902	0
153	-0.97209892	0
154	-0.97024708	0
155	-0.96719863	0
156	-0.96295906	0
157	-0.95753386	0
158	-0.95092879	0
159	-0.94314979	0
160	-0.93420289	0
161	-0.92409439	0
162	-0.91283068	0
163	-0.90041836	0
164	-0.88686421	0
165	-0.87217510	0
166	-0.85635817	0
167	-0.83942062	0
168	-0.82136992	0
169	-0.80221360	0
170	-0.78195943	0
171	-0.76061530	0
172	-0.73818925	0
173	-0.71468947	0
174	-0.69012439	0
175	-0.66450247	0
176	-0.63783238	0
177	-0.61012300	0
178	-0.58138324	0
179	-0.55162225	0
180	-0.52084933	0
181	-0.48907384	0
182	-0.45630535	0
183	-0.42255358	0
184	-0.38782837	0
185	-0.35213971	0
186	-0.31549768	0
187	-0.27791257	0
188	-0.23939476	0
189	-0.19995478	0
190	-0.15960328	0
191	-0.11835106	0
192	-0.07620901	0
193	-0.03318817	0
194	0.01070030	0
195	0.05544509	0
196	0.10103480	0
197	0.14745791	0
198	0.19470278	0
199	0.24275762	0
200	0.29161061	0
201	-1.78007062	0
202	-2.60833711	0
203	-1.67848246	0
204	0.49476239	0
205	2.66874437	0
206	3.60081029	0
207	2.77622885	0
208	0.70970600	0
209	-1.35613042	0
210	-2.17865257	0
211	-1.24315483	0
212	0.93563105	0
213	3.11505122	0
214	4.05245174	0
215	3.23310065	0
216	1.17170315	0
217	-0.88911361	0
218	-1.70672251	0
219	-0.76641856	0
220	1.41706586	0
221	3.60107624	0
222	4.54295807	0
223	3.72797876	0
224	1.67084294	0
225	-0.38582281	0
226	-1.19939185	0
227	-0.25515982	0
228	1.93214048	0
229	4.11985406	0
230	5.06532584	0
231	4.25382287	0
232	2.20004930	0
233	0.14663132	0
234	-0.66380485	0
235	0.28344479	0
236	2.47364705	0
237	4.66414661	0
238	5.61228809	0
239	4.80333815	0
240	2.75200076	0
241	0.70090178	0
242	-0.10733287	0
243	0.84200069	0
244	3.03416897	0
245	5.22651644	0
246	6.17638760	0
247	5.36904896	0
248	3.31920428	0
249	1.26947936	0
250	0.46250000	0
251	1.41296996	0
252	3.60615572	0
253	5.79940172	0
254	6.75005240	0
255	5.94337424	0
256	3.89407103	0
257	1.84476863	0
